0.992559 -1.99412 0.05
1.06384 -1.99394 0.05
1.13511 -1.99376 0.05
1.20638 -1.99357 0.05
1.27766 -1.99338 0.05
1.34892 -1.99318 0.05
1.42019 -1.99298 0.05
1.49145 -1.99278 0.05
1.56271 -1.99258 0.05
1.63397 -1.99237 0.05
1.70523 -1.99217 0.05
1.77649 -1.99197 0.05
1.84776 -1.99175 0.05
1.91908 -1.99148 0.05
1.99049 -1.99113 0.05
2.06221 -1.9905 0.05
2.13421 -1.98963 0.05
2.20671 -1.98821 0.05
2.27928 -1.98668 0.05
2.35176 -1.98511 0.05
2.42409 -1.98362 0.05
2.4959 -1.98269 0.05
2.56748 -1.98208 0.05
2.63881 -1.98181 0.05
2.71007 -1.98163 0.05
2.78134 -1.98144 0.05
2.85258 -1.9813 0.05
2.92382 -1.98116 0.05
2.99507 -1.98103 0.05
3.06631 -1.98091 0.05
3.13755 -1.98078 0.05
3.20881 -1.98066 0.05
3.28006 -1.98054 0.05
3.35132 -1.98043 0.05
3.42258 -1.98031 0.05
3.49385 -1.9802 0.05
3.56511 -1.98009 0.05
3.63639 -1.97998 0.05
3.70766 -1.97988 0.05
3.77894 -1.97977 0.05
3.85022 -1.97967 0.05
3.9215 -1.97957 0.05
3.99279 -1.97948 0.05
4.06408 -1.97938 0.05
4.13538 -1.97929 0.05
4.20667 -1.9792 0.05
4.27797 -1.97911 0.05
4.34927 -1.97903 0.05
4.42058 -1.97894 0.05
4.49189 -1.97886 0.05
4.56321 -1.97878 0.05
4.63452 -1.97871 0.05
4.70584 -1.97863 0.05
4.77716 -1.97855 0.05
4.84848 -1.97848 0.05
4.91981 -1.9784 0.05
4.99117 -1.97829 0.05
5.06253 -1.97819 0.05
5.13386 -1.97812 0.05
5.2052 -1.97805 0.05
5.27654 -1.97799 0.05
5.34788 -1.97793 0.05
5.41923 -1.97786 0.05
5.49065 -1.9777 0.05
5.56224 -1.9773 0.05
5.63376 -1.97694 0.05
5.70515 -1.97682 0.05
5.7765 -1.97676 0.05
5.84785 -1.97672 0.05
5.91921 -1.97667 0.05
5.99057 -1.97662 0.05
6.06193 -1.97658 0.05
6.13329 -1.97654 0.05
6.20465 -1.9765 0.05
6.27602 -1.97646 0.05
6.34739 -1.97642 0.05
6.4188 -1.97632 0.05
6.49041 -1.9759 0.05
6.56243 -1.97478 0.05
6.63432 -1.97372 0.05
6.70582 -1.97333 0.05
6.77721 -1.97325 0.05
6.84858 -1.97322 0.05
6.91996 -1.9732 0.05
6.99133 -1.97317 0.05
7.06271 -1.97315 0.05
7.13409 -1.97313 0.05
7.20548 -1.9731 0.05
7.27686 -1.97308 0.05
7.34824 -1.97306 0.05
7.41963 -1.97304 0.05
7.49102 -1.97302 0.05
7.5624 -1.973 0.05
7.63379 -1.97298 0.05
7.70518 -1.97296 0.05
7.77657 -1.97294 0.05
7.84796 -1.97292 0.05
7.91936 -1.97291 0.05
7.99075 -1.97289 0.05
0.992878 -1.91451 0.05
1.06415 -1.91432 0.05
1.13542 -1.91413 0.05
1.20669 -1.91393 0.05
1.27795 -1.91374 0.05
1.34921 -1.91353 0.05
1.42047 -1.91332 0.05
1.49173 -1.91312 0.05
1.56298 -1.91291 0.05
1.63424 -1.91269 0.05
1.7055 -1.91247 0.05
1.77682 -1.9122 0.05
1.84824 -1.91185 0.05
1.91996 -1.9112 0.05
1.99197 -1.9103 0.05
2.0645 -1.90886 0.05
2.13708 -1.90729 0.05
2.20959 -1.90567 0.05
2.28194 -1.90415 0.05
2.35375 -1.9032 0.05
2.42533 -1.90256 0.05
2.49667 -1.90225 0.05
2.56794 -1.90204 0.05
2.63917 -1.90189 0.05
2.7104 -1.90175 0.05
2.78163 -1.90161 0.05
2.85286 -1.90148 0.05
2.92409 -1.90135 0.05
2.99533 -1.90122 0.05
3.06657 -1.90109 0.05
3.13781 -1.90096 0.05
3.20906 -1.90083 0.05
3.28031 -1.90072 0.05
3.35157 -1.90059 0.05
3.42283 -1.90048 0.05
3.49409 -1.90036 0.05
3.56535 -1.90026 0.05
3.63662 -1.90014 0.05
3.70789 -1.90004 0.05
3.77916 -1.89993 0.05
3.85045 -1.89983 0.05
3.92173 -1.89973 0.05
3.99301 -1.89963 0.05
4.0643 -1.89953 0.05
4.1356 -1.89943 0.05
4.20689 -1.89935 0.05
4.27818 -1.89925 0.05
4.34949 -1.89917 0.05
4.42079 -1.89907 0.05
4.49214 -1.89894 0.05
4.56347 -1.89883 0.05
4.63478 -1.89874 0.05
4.7061 -1.89866 0.05
4.77742 -1.89858 0.05
4.84875 -1.89851 0.05
4.92015 -1.89833 0.05
4.99172 -1.89789 0.05
5.06323 -1.89752 0.05
5.13459 -1.89737 0.05
5.20593 -1.89731 0.05
5.27726 -1.89725 0.05
5.34861 -1.89719 0.05
5.41999 -1.89707 0.05
5.49159 -1.89661 0.05
5.5636 -1.89543 0.05
5.63548 -1.8943 0.05
5.70696 -1.89389 0.05
5.77832 -1.89379 0.05
5.84966 -1.89375 0.05
5.92101 -1.89371 0.05
5.99237 -1.89368 0.05
6.06372 -1.89364 0.05
6.13507 -1.8936 0.05
6.20643 -1.89357 0.05
6.27779 -1.89353 0.05
6.34915 -1.8935 0.05
6.42053 -1.89342 0.05
6.49206 -1.89305 0.05
6.56391 -1.89197 0.05
6.63581 -1.89079 0.05
6.70737 -1.89036 0.05
6.77878 -1.89028 0.05
6.85015 -1.89025 0.05
6.92152 -1.89023 0.05
6.99289 -1.89021 0.05
7.06426 -1.89019 0.05
7.13564 -1.89017 0.05
7.20702 -1.89015 0.05
7.2784 -1.89014 0.05
7.34977 -1.89012 0.05
7.42116 -1.8901 0.05
7.49254 -1.89008 0.05
7.56393 -1.89007 0.05
7.63531 -1.89006 0.05
7.70669 -1.89004 0.05
7.77808 -1.89002 0.05
7.84947 -1.89001 0.05
